,Chemistry,amine,cyclocarbonate,hydroxyl,isocyanate
13,NIPU,[#7](-[#6](-[#6]1:[#6](:[#6](:[#6](:[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H]):[#6]:1-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H],[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
14,NIPU,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]2(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-2(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]2(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-2(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6]2(-[#6](-[#8]-[#6](=[#8])-[#8]-2)(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#8]-1)-[H])(-[H])-[H],,
15,NIPU,[#7](-[#6](-[#6](-[#6](-[#7](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6](-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
16,NIPU,[#7](-[#6](-[#6](-[#8]-[#6](-[#6](-[#8]-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6]2(-[#6](-[#8]-[#6](=[#8])-[#8]-2)(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6]1(-[#6](-[#8]-[#6](=[#8])-[#8]-1)(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
17,NIPU,[#7](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]2(-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[#6]-1(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H],[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
18,NIPU,[#7](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]2(-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[#6]-1(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H],[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
19,NIPU,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[#6](-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#8]-[#6](=[#8])-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
20,NIPU,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
21,NIPU,[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6]1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#7](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#7](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],[#6](-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6]1(-[#8]-[#6](=[#8])-[#8]-[#6]-1(-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](=[#8])-[#8]-[#6](-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])-[H])-[H])(-[H])-[H])(-[H])(-[H])-[H],,
22,NIPU,[#7](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#7](-[#6](=[#8])-[#6](-[#6](-[#8]-[H])(-[#6](-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[#6](=[#8])-[#7](-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6]2(-[#6](-[#8]-[#6](=[#8])-[#8]-2)(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#8]-1)-[H])(-[H])-[H],,
23,NIPU,[#7](-[#6](-[#6](-[#7](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H],[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-[#6](-[#6](-[#6](-[#6](-[#6](-[#6](-[#8]-[#6](-[#6]2(-[#6](-[#8]-[#6](=[#8])-[#8]-2)(-[H])-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#8]-1)-[H])(-[H])-[H],,
